 KOMONDOR SIMULATION 'sim_40_agents_obsspd_coordinated' (seed 11);{13.82,98.10,97.50,14.13};{11.94,84.97,84.65,12.22};{11.94,84.97,84.65,12.22};{0.00,0.00,0.31,0.00};{1.98,0.41,1.43,0.00};{0.22,0.27,0.28,0.07};{5.65,5.65,5.65,5.65};{51.26,63.97,63.64,51.33};{5.65,5.65,5.65,5.65};{44.27,44.27,44.27,44.27};{44.27,44.27,44.27,44.27};{0.24,1.02,0.95,0.24};
 KOMONDOR SIMULATION 'sim_41_agents_obsspd_coordinated' (seed 11);{69.80,44.29,45.33,67.09};{60.31,38.98,39.26,58.20};{60.31,38.98,39.26,58.20};{0.00,1.08,0.00,0.07};{0.00,0.07,0.01,9.91};{0.28,35.58,0.26,0.17};{5.65,5.65,5.65,5.65};{110.03,1.11,1.53,109.77};{5.65,5.63,5.65,5.65};{95.07,95.07,95.07,95.07};{95.07,95.07,95.07,95.07};{0.13,136.64,35.02,0.14};
 KOMONDOR SIMULATION 'sim_43_agents_obsspd_coordinated' (seed 11);{68.14,47.81,44.86,65.34};{59.70,42.44,39.11,56.79};{59.70,42.44,39.11,56.79};{0.00,0.00,0.20,0.15};{0.00,0.00,17.83,8.17};{0.18,0.00,24.79,20.56};{5.65,5.65,5.65,5.65};{36.32,75.31,73.65,36.58};{5.65,5.65,5.65,5.65};{31.36,31.36,31.36,31.36};{31.36,31.36,31.36,31.36};{1.32,0.43,0.55,1.20};
 KOMONDOR SIMULATION 'sim_44_agents_obsspd_coordinated' (seed 11);{76.04,36.74,36.56,76.38};{65.97,32.45,32.37,65.98};{66.04,32.45,32.37,65.98};{0.05,0.00,0.00,0.00};{0.88,0.07,0.00,0.00};{0.16,32.74,0.00,0.17};{5.65,5.65,5.65,5.65};{104.03,21.43,20.74,104.37};{5.65,5.62,5.62,5.65};{92.17,92.17,92.17,92.17};{92.17,92.17,92.17,92.17};{0.31,0.36,0.38,0.44};
 KOMONDOR SIMULATION 'sim_45_agents_obsspd_coordinated' (seed 11);{68.51,46.96,45.58,68.96};{59.45,41.18,39.94,59.81};{59.45,41.18,39.94,59.81};{0.00,0.00,0.00,0.00};{0.08,1.17,2.49,1.28};{0.44,0.00,0.92,0.00};{5.65,5.65,5.65,5.65};{104.56,13.78,13.99,104.75};{5.65,5.63,5.63,5.65};{90.34,90.34,90.34,90.34};{90.34,90.34,90.34,90.34};{0.43,2.05,1.92,0.42};
 KOMONDOR SIMULATION 'sim_46_agents_obsspd_coordinated' (seed 11);{44.22,65.93,66.31,45.51};{38.23,57.05,57.42,39.63};{38.34,57.05,57.42,39.63};{0.11,0.05,0.00,0.00};{4.32,2.89,1.53,0.00};{33.27,22.89,0.00,0.21};{5.65,5.65,5.65,5.65};{0.00,110.28,110.35,0.00};{-1000.00,5.65,5.65,-1000.00};{0.00,0.00,0.00,0.00};{0.00,0.00,0.00,0.00};{-nan,0.11,0.11,-nan};
 KOMONDOR SIMULATION 'sim_47_agents_obsspd_coordinated' (seed 11);{36.37,77.16,75.69,34.29};{32.19,66.76,65.53,29.87};{32.19,66.76,65.53,29.87};{0.00,0.00,0.05,0.11};{0.00,0.05,4.25,9.52};{0.50,0.03,20.28,42.06};{5.65,5.65,5.65,5.65};{5.06,109.59,109.26,0.90};{5.63,5.65,5.65,5.63};{5.34,5.34,5.34,5.34};{5.34,5.34,5.34,5.34};{29.45,0.14,0.15,143.47};
 KOMONDOR SIMULATION 'sim_48_agents_obsspd_coordinated' (seed 11);{35.23,80.19,79.27,31.12};{31.60,69.77,68.60,27.14};{31.60,69.77,68.60,27.14};{0.00,0.00,0.11,0.20};{0.00,0.00,3.07,21.04};{0.13,0.36,10.66,1.37};{5.65,5.65,5.65,5.65};{31.93,91.77,91.40,18.89};{5.63,5.65,5.65,5.65};{31.26,31.26,31.26,31.26};{31.26,31.26,31.26,31.26};{8.41,0.69,0.82,11.82};
 KOMONDOR SIMULATION 'sim_49_agents_obsspd_coordinated' (seed 11);{65.35,48.30,45.74,64.54};{56.51,41.92,39.78,55.90};{56.52,41.92,39.78,55.90};{0.00,0.00,0.12,0.10};{1.42,0.00,15.18,4.01};{0.01,0.77,0.18,23.65};{5.65,5.65,5.65,5.65};{0.00,110.28,110.28,0.00};{-1000.00,5.65,5.65,-1000.00};{0.00,0.00,0.00,0.00};{0.00,0.00,0.00,0.00};{-nan,0.11,0.11,0.93};
 KOMONDOR SIMULATION 'sim_50_agents_obsspd_coordinated' (seed 11);{37.49,74.66,73.62,37.39};{32.39,64.51,63.64,32.40};{32.39,64.51,63.64,32.40};{0.00,0.00,0.03,0.00};{0.00,0.00,3.64,0.02};{0.02,0.01,0.00,39.64};{5.65,5.65,5.65,5.65};{0.00,110.35,110.35,0.20};{-1000.00,5.65,5.65,5.57};{0.00,0.00,0.00,0.00};{0.00,0.00,0.00,0.00};{-nan,0.11,0.11,0.14};
